Q551e6d45ef4acf192de9bb1530578fc1064c3d8a	T573c6dcc64cd31c7027c10de0f2f4b283379576f	31.800	65	0.728	0.310	5.481E-03	33
Q57d01ca1790c4e19b66d53675646bd187395adf9	T57d01ca1790c4e19b66d53675646bd187395adf9	100.000	80	1.000	1.000	2.951E-50	169
Q57d01ca1790c4e19b66d53675646bd187395adf9	T5a2fc5c818405493c9d867e2efa8392593bf7a99	70.000	80	1.000	0.988	8.761E-37	130
Q5afa041ebc12087b3b9c2cf5137587038c7f226d	T6889113970b47f70974de47302f5be9725d29931	41.000	913	0.992	0.657	9.560E-199	640
Q5afa041ebc12087b3b9c2cf5137587038c7f226d	Tf91f26ef720ddc57bcee9ff3910e055ae93b7b3f	44.300	542	0.585	0.958	5.182E-139	464
Q5afa041ebc12087b3b9c2cf5137587038c7f226d	T1033702f2ba3116d356c7e3c3c3d7da6bdff9605	31.200	1018	0.972	0.592	1.241E-120	410
Q79f25e8b844535c4f1d8cab233076eec45ced5cd	T79f25e8b844535c4f1d8cab233076eec45ced5cd	100.000	296	1.000	1.000	3.302E-197	605
Q8354cccf3f0e15612e86b442a1e723eca5b4a934	T8354cccf3f0e15612e86b442a1e723eca5b4a934	100.000	264	1.000	1.000	1.284E-170	526
Q522e928e50a2caa42e2a6d5f129eea3c24cd0833	Te678109bc454b4dd121a0c49376986b562a11cc5	33.600	113	0.780	0.450	3.220E-09	54
Q5639b0ca82a991cb6c46d61cc1b1a556d9506a17	T820e2f7960d6661bae07165fc88e176922faafea	85.400	103	1.000	1.000	2.457E-47	161
Q5639b0ca82a991cb6c46d61cc1b1a556d9506a17	T96b71809559b224154d351134a6777717fbe8cbc	27.800	61	0.693	0.347	6.423E-02	31
Q445d311d799e6d0e8a7949b4bc4d19689c4f8f3a	T4d50dcc5cdbea147b479ecfe8903d6e47581c1d2	28.200	98	0.951	0.454	3.918E-08	49
Q46720d39f85a0ce0c39d28ef91a3daa06563635c	T02d98b823bd12ac6fc8b99ba765e35570a80d7e4	30.000	90	0.845	0.439	1.031E-04	39
Q48cbafd0e08517a877b473c380e6411d2045007c	T754811ef3c5b280718a8f29bf2d78704b8148566	94.900	178	1.000	1.000	3.053E-109	344
Q4da056135ed15599a579a31f894ca8ff91fe3bba	T2b27fc20010891b7b5b36367ab1a86035a3a05b5	46.200	93	0.989	0.969	2.381E-25	98
Q4da056135ed15599a579a31f894ca8ff91fe3bba	Te198c2a144d9a04016aa9e70bd00d3713af882ce	31.800	88	0.936	0.654	1.273E-10	56
Q4da056135ed15599a579a31f894ca8ff91fe3bba	T7bdda86bd6f192456e74f4469867b999dff9f4c7	36.100	47	0.500	0.490	1.780E-03	35
Q0167a6378bf06121146baf4d4458e51d82527393	T0669c6a0c9c0d9022bdc3af47c494cb53811ced0	39.100	92	0.387	0.873	2.295E-09	57
Q0da791c5aa44e93828646e1e99645bdf2d7655f7	Te2dcdcbdf2ff12a411714a6832dc55534582f935	41.100	443	0.982	0.971	1.587E-108	357
Q0da791c5aa44e93828646e1e99645bdf2d7655f7	T9298615f6ce4bb1eee42997f1a3d7449252387d2	21.100	299	0.672	0.693	2.033E-09	59
Q19597b6b2eb6f383c4adeb4da58af3c53d83e0d0	T26c0f2c97433f59302911b69e53b8bd0f1980a3c	36.400	208	0.542	0.595	4.489E-28	117
Q24c2069ef129af849c6f68b9b6a8ea495db0bc4c	T517142fa2f90a81d964602fd3a261243ae8bdfa7	45.500	265	0.833	0.964	1.445E-64	223
Q24c2069ef129af849c6f68b9b6a8ea495db0bc4c	Tc5222e27d9232d167a55cf449cb76f5ff08124a5	31.000	188	0.553	0.543	6.723E-20	91
Q267115ab10f75a6e7aac1fa261e485f1b6ce5a19	T0b5147aae52df4080e8f8a0d31fd397d770e0fac	26.800	41	0.612	0.381	1.312E+01	23
Q29c9f01856e3de32e3e77085e8c8e041bfd55a28	T585549a8b22331476c3e66158e7eeebc8c72f9ce	41.000	56	0.545	0.394	1.459E-05	42
Q40a3c827542546d87e119350e7dd75abd488a87c	T216d3abf7a69f312495f13dc8b32a3b0d2198bf2	46.100	39	0.639	0.305	2.854E-06	42
Qa8e182459e0535ce9f48182829481b6c24879bcf	Ta8e182459e0535ce9f48182829481b6c24879bcf	100.000	142	1.000	1.000	1.253E-84	271
Qaf5bc04d442ce0c9a450bdf213124533e6e4192f	Taf5bc04d442ce0c9a450bdf213124533e6e4192f	100.000	229	1.000	1.000	5.663E-150	465
Qaf5bc04d442ce0c9a450bdf213124533e6e4192f	T60f371de8232a3371311587c242b18c91c57764a	34.600	204	0.878	0.864	2.354E-22	96
Qaf5bc04d442ce0c9a450bdf213124533e6e4192f	T1bcf5ca020aec3da2e4340f2f78752aa15df2338	32.800	140	0.607	0.530	5.502E-14	71
Qba2e7796ab368c34760b2a6dfbc1b92fcbb9fdc8	Tb655a3f149f40a66e7050b59318949a6f22973fd	33.100	184	0.868	0.581	3.831E-16	77
Qbf6fc29166caa4b87df191245b8986a7cd872f56	Te927517cdf827124e9cf10b0e945ca5b9806a1b8	29.700	460	0.710	0.728	1.169E-58	217
Qbf6fc29166caa4b87df191245b8986a7cd872f56	T9694c052195c16316ddad1c4acdf628028d64f3b	28.100	460	0.710	0.648	2.877E-54	203
Qbf6fc29166caa4b87df191245b8986a7cd872f56	T45889a43cabd54cee1b46adee12f0f91241a0b3f	22.500	370	0.571	0.463	5.414E-17	85
Qd44afddef1b21991226eefff789b2596439da460	Tc7de8db64f3665b71b17c92c83ce24d2c1e020d7	31.900	97	0.866	0.651	3.513E-10	55
Qd66981ca47c6eef838299f9afaf84f9dc42c3485	T5b96efa0bca5824e2711c9b9a5e8a671e28805b1	30.800	138	0.400	0.608	3.179E-05	45
Qe379567459b55ae7bfd78e89721c1fa61336b3d8	Tde08bdd7e7c02fba20cdca0995511a3780fef3b0	45.000	80	0.888	0.964	1.053E-18	79
Q5b19f32c667f9aea0d267cce30ca83e7aa52bf61	T97e6998260d55968a6b94887e084b8146d5cc254	28.600	164	0.964	0.381	2.135E-14	70
Q5db91978acc6f2519b4fc7716241aa7894f4bc48	T5db91978acc6f2519b4fc7716241aa7894f4bc48	100.000	418	1.000	1.000	3.736E-289	877
Q5db91978acc6f2519b4fc7716241aa7894f4bc48	T48a17580b498ce8ea35a505cba4545d03062980d	90.600	418	1.000	1.000	3.212E-268	817
Q5db91978acc6f2519b4fc7716241aa7894f4bc48	T07638eb04d3a9537e8f741f783cb65994250edc6	36.500	407	0.974	0.984	1.531E-74	256
Q5db91978acc6f2519b4fc7716241aa7894f4bc48	Tdaf66ef0496631efba1a32819620806ad346651e	37.000	401	0.959	0.963	3.888E-74	255
Q5db91978acc6f2519b4fc7716241aa7894f4bc48	T53f94a62a59458c482ddf04715a01c8337e4fb7c	37.000	401	0.959	0.963	7.239E-74	254
Q896de483bb559ac763a9884b430475e6a4f7cc6b	T94924e7b0d6dc6e4f016584abb867e0243d2e47d	40.700	54	0.593	0.372	8.073E-07	45
Q8c95b3675d63603db3c1e149a87f72cf5f6f4194	T3bbbe292644319371fbe60d74938492a3d800c97	29.600	90	0.796	0.643	1.408E-04	39
Q8f840999863d5d89aec13254015d0b492d871232	T940d6e6d114ef7f4e5e7867574a533a022afa40a	47.100	138	0.972	0.885	1.508E-32	121
